time,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,eulerX,eulerY,eulerZ,mic,FSR0,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7,FSR8,FSR9,FSR10,FSR11,FSR12,FSR13,FSR14,FSR15,FSR16,FSR17,FSR18,FSR19,ground
1531852455,2.8,4.57,7.21,-2.0625,-5.4375,4.125,354.9375,17.9375,-31.25,0.06,0,11,19,30,25,0,1,159,89,100,10,75,31,137,88,2,0,45,11,4,left
1531852455,3.42,5.36,7.64,-0.8125,3.0625,0.0625,356.0625,19.9375,-34.4375,0.07,0,13,21,53,34,0,5,147,91,96,7,12,20,180,109,4,0,46,3,3,left
1531852456,3.18,5.21,7.34,2.4375,-2.1875,-0.0625,356.3125,19.6875,-34.9375,0.06,0,9,24,54,34,1,2,141,83,91,5,14,30,177,101,5,0,17,3,0,left
1531852456,3.14,5.45,7.84,1.8125,-4.25,2.5,355.8125,18.875,-35.5,0.06,0,9,15,31,23,0,6,133,55,73,3,0,24,139,80,2,0,21,2,2,left
1531852457,3.43,5.24,7.61,1.375,-4.875,0.8125,356.375,20.375,-34.375,0.06,0,9,21,64,31,1,6,133,69,82,3,2,27,146,91,4,0,34,3,3,left
1531852458,3.54,5.16,7.61,1.1875,-1.5625,-0.25,356.375,21.25,-34.8125,0.06,0,10,20,62,31,1,7,139,74,90,4,10,29,146,91,3,0,22,3,3,left
1531852458,3.78,5.35,7.63,0.8125,-2.4375,1.125,356.625,21.375,-35.5,0.06,0,10,22,62,33,1,6,140,70,89,3,3,29,136,79,3,0,11,1,4,left
1531852459,3.33,5.31,7.49,-0.625,-1.25,0.5625,356.9375,20.5,-35.0625,0.06,0,9,22,50,32,1,2,127,69,87,4,6,28,122,76,3,0,13,2,3,left
1531852460,3.46,5.27,7.62,-0.25,0.1875,-0.0625,357,20.625,-35,0.06,0,8,24,56,33,1,3,127,70,82,3,0,27,117,75,0,0,14,3,2,left
1531852460,3.45,5.3,7.49,-0.25,0,0.0625,357,20.625,-35,0.06,0,9,21,46,38,0,0,113,65,95,4,1,28,133,84,4,0,21,3,3,left
1531852461,3.41,5.29,7.48,0.125,-0.0625,-0.0625,357,20.625,-35,0.06,0,4,20,49,43,4,6,116,76,103,7,1,35,142,109,0,0,13,1,4,left
1531852462,3.43,5.28,7.62,0.1875,-0.1875,0.0625,357,20.5625,-35,0.07,0,6,14,75,44,0,0,124,80,122,4,2,39,140,80,3,0,23,3,4,left
1531852462,3.38,5.28,7.59,-0.1875,-0.1875,0.0625,357,20.5625,-35,0.06,0,10,26,61,37,1,4,130,77,100,4,1,33,138,90,4,0,24,5,5,left
1531852463,3.36,5.29,7.66,0.125,-0.1875,-0.0625,357,20.5625,-35,0.07,0,10,27,59,37,1,4,129,80,103,9,0,29,147,102,3,0,33,6,5,left
1531852464,3.37,5.3,7.61,-0.1875,0.125,0.125,357,20.5625,-35,0.06,0,8,34,48,40,1,2,119,66,95,5,1,34,140,93,3,0,26,4,4,left
1531852464,3.41,5.28,7.63,-0.125,0.1875,-0.0625,357,20.5625,-35,0.07,0,12,27,62,38,1,4,130,80,102,4,1,35,143,93,3,0,28,3,4,left
1531852465,3.36,5.29,7.6,-0.125,0,0.0625,357,20.5625,-35,0.06,0,10,27,61,37,0,1,133,91,117,8,4,39,147,100,2,0,26,2,5,left
1531852466,3.37,5.27,7.5,0.4375,-0.3125,-0.0625,357,20.625,-35,0.06,0,8,27,61,38,1,4,130,83,106,4,1,36,146,97,4,0,33,5,5,left
1531852466,3.38,5.28,7.59,0.1875,-0.375,0.125,357,20.625,-35,0.07,0,10,30,49,38,3,6,127,69,124,6,12,34,145,96,5,0,28,1,12,left
1531852467,3.34,5.27,7.61,-0.0625,0.0625,0,357,20.625,-35,0.07,0,15,26,67,43,0,6,145,96,98,4,3,42,148,99,5,0,34,3,6,left
